survey,page,topic,base_desc,group,segment,sample_n,item,value
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,중국,698,4. 대체로 만족,56.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,중국,698,5. 매우 만족,35.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,중국,698,긍정응답 (4+5) 비율,91.7
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,중국,698,5점 평균 (점),4.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,홍콩(중국),106,2. 대체로 불만족,0.7
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,홍콩(중국),106,3. 보통,17.8
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,홍콩(중국),106,4. 대체로 만족,61.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,홍콩(중국),106,5. 매우 만족,20.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,홍콩(중국),106,긍정응답 (4+5) 비율,81.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,홍콩(중국),106,5점 평균 (점),4.0
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,대만,126,1. 매우 불만족,0.7
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,대만,126,2. 대체로 불만족,0.7
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,대만,126,3. 보통,20.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,대만,126,4. 대체로 만족,49.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,대만,126,5. 매우 만족,29.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,대만,126,긍정응답 (4+5) 비율,78.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,대만,126,5점 평균 (점),4.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,일본,149,1. 매우 불만족,3.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,일본,149,2. 대체로 불만족,7.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,일본,149,3. 보통,13.7
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,일본,149,4. 대체로 만족,41.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,일본,149,5. 매우 만족,34.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,일본,149,긍정응답 (4+5) 비율,75.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,일본,149,5점 평균 (점),4.0
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,태국,48,1. 매우 불만족,1.8
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,태국,48,2. 대체로 불만족,4.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,태국,48,3. 보통,3.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,태국,48,4. 대체로 만족,42.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,태국,48,5. 매우 만족,47.8
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,태국,48,긍정응답 (4+5) 비율,90.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,태국,48,5점 평균 (점),4.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,싱가포르,102,2. 대체로 불만족,0.8
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,싱가포르,102,3. 보통,4.8
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,싱가포르,102,4. 대체로 만족,53.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,싱가포르,102,5. 매우 만족,41.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,싱가포르,102,긍정응답 (4+5) 비율,94.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,싱가포르,102,5점 평균 (점),4.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,말레이시아,47,1. 매우 불만족,2.0
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,말레이시아,47,2. 대체로 불만족,2.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,말레이시아,47,3. 보통,8.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,말레이시아,47,4. 대체로 만족,44.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,말레이시아,47,5. 매우 만족,43.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,말레이시아,47,긍정응답 (4+5) 비율,87.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,말레이시아,47,5점 평균 (점),4.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,베트남,128,1. 매우 불만족,4.0
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,베트남,128,3. 보통,7.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,베트남,128,4. 대체로 만족,37.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,베트남,128,5. 매우 만족,51.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,베트남,128,긍정응답 (4+5) 비율,88.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,베트남,128,5점 평균 (점),4.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도네시아,65,2. 대체로 불만족,1.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도네시아,65,3. 보통,6.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도네시아,65,4. 대체로 만족,30.0
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도네시아,65,5. 매우 만족,62.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도네시아,65,긍정응답 (4+5) 비율,92.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도네시아,65,5점 평균 (점),4.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,필리핀,62,1. 매우 불만족,6.7
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,필리핀,62,2. 대체로 불만족,1.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,필리핀,62,3. 보통,6.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,필리핀,62,4. 대체로 만족,17.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,필리핀,62,5. 매우 만족,68.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,필리핀,62,긍정응답 (4+5) 비율,85.3
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,필리핀,62,5점 평균 (점),4.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도,43,1. 매우 불만족,4.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도,43,2. 대체로 불만족,4.8
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도,43,3. 보통,11.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도,43,4. 대체로 만족,22.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도,43,5. 매우 만족,56.9
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도,43,긍정응답 (4+5) 비율,79.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,인도,43,5점 평균 (점),4.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,몽골,17,2. 대체로 불만족,5.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,몽골,17,3. 보통,5.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,몽골,17,4. 대체로 만족,33.6
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,몽골,17,5. 매우 만족,55.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,몽골,17,긍정응답 (4+5) 비율,89.0
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,몽골,17,5점 평균 (점),4.4
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,아랍에미리트,53,1. 매우 불만족,2.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,아랍에미리트,53,2. 대체로 불만족,2.1
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,아랍에미리트,53,4. 대체로 만족,32.7
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,아랍에미리트,53,5. 매우 만족,63.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,아랍에미리트,53,긍정응답 (4+5) 비율,95.8
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,아랍에미리트,53,5점 평균 (점),4.5
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,사우디아라비아,71,3. 보통,3.2
일반외국인,229,4. 최근 1년 내 방한 경험자의 한국 방문 만족도,"(최근 1년 내 방한 경험자 base, 단위: %, 점)",거주국별,사우디아라비아,71,4. 대체로 만족,31.7
